,Gender,Height,Height errors,Weight,Weight errors
0,Male,73.84701702,1.6851346490034684,241.8935632,2.1681840309399316
1,Male,68.78190405,0.367460254292839,162.3104725,8.853312863591132
2,Male,74.11010539,1.4947300175111677,212.74085559999997,10.073003655868494
3,Male,71.73097840000001,1.5252151474658862,220.04247030000002,2.694307913641297
4,Male,69.88179586,2.8713245678017976,206.3498006,10.431188671940768
5,Male,67.25301569,1.5511249051798517,152.21215580000003,3.4114587155244176
6,Male,68.78508125,1.001324011539141,183.9278886,14.864346458475929
7,Male,68.34851551,2.408723030493655,167.9711105,14.346342031613913
8,Male,67.01894966,2.01431437638596,175.9294404,12.467262667825326
9,Male,63.45649398,1.2298850786882904,156.3996764,5.218632093763816
10,Male,71.19538228,1.3578605067021505,186.6049256,0.7363127317243856
11,Male,71.64080512,0.35085180584582853,213.74116949999998,14.878373848508263
12,Male,64.76632913,1.4374581203857666,167.1274611,5.761809052673371
13,Male,69.28307009999999,0.3387046687048687,189.4461814,9.34206590725301
14,Male,69.24373223,0.6331324686195938,186.434168,7.933411086538003
15,Male,67.6456197,1.863199167259077,172.18693009999998,12.569486056399535
16,Male,72.41831663,1.246919106828797,196.0285063,10.238792002976187
17,Male,63.97432572,0.4467846033106333,172.88347019999998,13.508487884499003
18,Male,69.64005990000001,0.5591605377656138,185.9839576,8.256737849272882
19,Male,67.93600485,0.15742011139269652,182.426648,1.5236084047649952
20,Male,67.91505019,0.5911893348351775,174.1159291,2.609506281578986
21,Male,69.43943987,0.8691739934396719,197.7314216,1.5170054244536373
22,Male,66.14913196,0.23306892276477176,149.173566,8.209710279799841
23,Male,75.20597361,2.4393684088888934,228.76178059999998,6.721235279078821
24,Male,67.89319634,1.0811207775580722,162.00665180000001,3.1319547865878623
25,Male,68.14403279999999,0.41009849674422627,192.3439766,11.266856724271012
26,Male,69.08963143,2.080819053272297,184.4351744,12.73621214233666
27,Male,72.80084352,0.35611527005592414,206.8281894,4.4429965647799685
28,Male,67.42124228,0.8048559833384653,175.21392240000003,2.2437284570129084
29,Male,68.49641536,2.1279130343035857,154.3426389,9.2454507093464
30,Male,68.61811055,1.1286076630376716,187.5068432,7.71866783586084
31,Male,74.03380762,2.3287718246192393,212.9102253,4.2358522107130945
32,Male,71.52821604,1.8166821432605738,195.03224319999998,0.3335558152126067
33,Male,69.18016109999999,1.930526984181623,205.18362130000003,9.267235931892252
34,Male,69.57720237,0.24204687108173617,204.16412549999998,13.733868350793049
35,Male,70.40092889,2.799059770194131,192.9035151,11.040732764868824
36,Male,69.07617117,2.488207288426829,197.4882426,12.899393446430514
37,Male,67.19352328,1.0505861880987875,183.81097319999998,14.808575947239854
38,Male,65.80731565,0.5822282302239014,163.8518249,0.9820388376187877
39,Male,64.30418789,2.519355904082939,163.10801709999998,0.4634932880707565
40,Male,67.97433623,1.5463466962246843,172.13559740000002,2.59418213406382
41,Male,72.18942596,1.270553238943675,194.04540490000002,7.893679893789163
42,Male,65.27034552,0.257313634960069,168.61774619999997,11.383874436469034
43,Male,66.09017738,1.823918967041457,161.1934326,11.816911142081592
44,Male,67.51032152,2.9730043729506046,164.66027730000002,9.618797503180966
45,Male,70.10478626,2.268788829246646,188.9223032,8.271550147262717
46,Male,68.25183644,0.03404888747982493,187.0605522,7.451666803816105
47,Male,72.17270912,1.9665616483357717,209.0708634,0.6231493955921868
48,Male,69.17985762,1.1278641942981555,192.0143354,10.540650758929704
49,Male,72.87036015,0.7030360127695083,211.34249680000002,10.50014709809579
50,Male,64.78258298,2.1039626433578844,165.6116262,13.181647570019285
51,Male,70.18354989,0.17947937425934612,201.07191809999998,7.3590810726638445
52,Male,68.49145025,1.9670526774244383,173.4239603,12.825266974329637
53,Male,67.33083088,1.772015014227747,181.4076793,12.709512956143438
54,Male,66.99094408,0.2931571192234884,169.7377074,2.045691693190957
55,Male,66.49954989999999,1.2204222500626147,163.3095283,5.066827795388845
56,Male,68.35305665,1.6970801216932476,189.71020990000002,4.340342345563023
57,Male,70.77445907,1.411299283426783,192.12484730000003,6.7983723245254195
58,Male,71.21592367,2.3968314428203725,198.1984641,8.177688271562701
59,Male,70.01336535,2.6735049428763973,209.5264998,12.520704766748395
60,Male,71.40318222,0.35402803047675135,198.7597927,13.436844248602746
61,Male,69.55200509,2.864495638964768,198.0795237,3.4491914606100194
62,Male,73.81853456,1.7916437157247427,195.2906122,9.231946921409175
63,Male,66.99688275,2.3286623129781585,164.94330300000001,3.038580387665829
64,Male,71.41846589,1.6004737542339398,179.8639023,0.7868525720610164
65,Male,65.27930021,0.4944692779814157,155.2504207,14.043977372989682
66,Male,68.27419147,1.2597652351113147,184.51939119999997,14.563172550101637
67,Male,72.76536995,0.7651662863697368,220.6780415,13.75171039708533
68,Male,68.0993798,1.4833214028164103,183.31265530000002,5.321536255563323
69,Male,68.89670607,1.0061580254850981,196.4513123,13.039523054439103
70,Male,69.28950996,0.9594026287079259,184.5956083,0.7745553003465966
71,Male,70.52322452,1.9616563606632273,207.5328385,13.738354884908153
72,Male,69.66372523,2.081671449633699,177.2009288,5.028162334162539
73,Male,67.59526881,2.674397122655012,163.1080022,9.961230541897134
74,Male,72.50812038,0.8184722092241072,216.2182301,9.335878050134776
75,Male,71.25298559999999,1.1287107307032773,204.65549380000002,14.661767314002006
76,Male,71.80918689,1.3024748836269366,200.92057119999998,7.19145350161902
77,Male,72.24516548,0.46884648097906434,220.9017699,14.709196467043228
78,Male,66.51262766,2.635060692619383,196.4498603,7.686497116083755
79,Male,66.029034,0.1767387131400835,168.64081000000002,7.29687556230152
80,Male,67.57715394,1.9431224204928335,181.43271299999998,0.6481254604452413
81,Male,68.2465686,0.5473483671225594,198.6586733,14.103753296853052
82,Male,73.826127,1.5526769059410777,237.91673590000002,0.9722415209256019
83,Male,69.80246436,2.4108921206723775,173.0412559,9.134678895893105
84,Male,65.95957778,1.0205621291064055,160.6839166,0.4847208649154483
85,Male,71.07901758,1.4319237301736885,188.60291909999998,2.219124540396013
86,Male,66.59619654,2.8017381687025447,208.34569399999998,11.28414472260826
87,Male,68.95153509,1.9364727741081338,193.43511850000002,5.573917370585112
88,Male,68.24446179,0.10549101066220556,174.1096938,2.1856001406680035
89,Male,72.31682512,2.1866428814310828,197.3685892,13.26999161013482
90,Male,71.81542045,1.4988354283158256,201.6206667,6.158677069866292
91,Male,65.23704952,1.5474769827347652,181.01197319999997,3.0301083561166404
92,Male,70.64053009,2.6038989735485902,182.122486,6.1872053620429375
93,Male,64.73192560000001,0.6514731487665485,177.5492634,9.172130012437618
94,Male,67.10355118,2.2755406243462897,164.9745807,4.000689570930811
95,Male,65.11748489,2.4606075479078906,165.7171122,10.716671565292058
96,Male,71.70123402,2.338065311718027,193.0941635,0.11977390798682541
97,Male,66.83287821,0.09604736470554742,180.683887,2.2664579305165082
98,Male,66.47127526,2.7468067182423246,172.7737229,11.038962433157153
99,Male,69.41152622,0.6541298086747668,177.47061619999997,1.7917419040188554
100,Male,70.05217747,2.44757966929304,200.8187373,5.213369262276518
101,Male,66.74360465,2.9282892628859325,167.7397753,14.169788824964296
